#{"t_start": 1644413010.7135012, "env_id": "LunarLanderContinuous-v2"}
r,l,t
287.273094,175,1858.034709
254.406869,586,1859.917916
277.664629,209,1860.453187
291.830569,281,1861.312825
270.57133,196,1861.910213
246.890709,309,1862.840532
263.733954,203,1863.364356
263.095369,180,1863.958745
60.12235,105,1864.216357
250.819009,289,1865.089682
253.325275,187,1865.395483
284.304694,198,1866.005303
302.998229,171,1866.535259
273.376197,306,1867.507897
285.84393,177,1868.070489
49.045376,96,1868.30916
295.411893,252,1868.945972
282.779327,157,1869.450519
286.006004,193,1870.052233
299.45082,154,1870.538879
287.470073,181,1870.943165
158.556016,1000,1874.462184
280.54247,214,1875.083315
25.520091,96,1875.325479
48.230184,94,1875.554859
292.20465,252,1876.403886
299.85778,293,1877.330622
265.138944,196,1877.939178
253.297157,188,1878.462536
279.481682,191,1879.617941
261.993535,180,1880.010499
70.925769,217,1880.800395
247.745123,161,1881.111308
52.082346,112,1881.369921
46.441881,97,1881.601835
277.31377,230,1882.463964
271.511115,177,1882.863236
272.426896,283,1883.73101
286.637423,251,1884.549389
266.247121,424,1885.888472
48.061115,94,1886.121877
293.47126,253,1886.780005
277.427403,169,1887.263797
282.560538,254,1888.131183
265.948121,175,1888.44232
283.458821,191,1889.014222
289.972691,200,1889.541767
52.07936,137,1890.083751
286.175366,366,1890.988684
41.715009,115,1891.246575
262.140342,182,1891.815627
294.276448,156,1892.294777
255.989673,184,1892.850774
277.112313,290,1893.701424
248.432023,171,1894.084457
54.559416,123,1894.364652
27.800407,109,1894.878052
282.91061,193,1895.375161
289.475867,319,1896.351429
271.573706,229,1896.991308
39.695675,87,1897.22962
274.340325,700,1899.57273
62.337005,116,1899.96476
286.324727,373,1901.164615
266.850316,658,1903.310631
57.716782,110,1903.561165
248.730672,210,1904.342814
280.140667,205,1904.917895
43.492866,119,1905.171413
274.808741,188,1905.696116
282.80641,317,1906.648207
263.856045,203,1907.245554
272.587991,161,1907.54365
5.244332,178,1908.118873
262.140657,138,1908.575702
292.411693,204,1909.827611
285.779338,294,1910.720264
153.721524,1000,1914.083349
250.474756,129,1914.358833
262.389549,149,1914.647154
285.538608,249,1915.517215
284.512404,675,1917.992098
297.599839,252,1918.584967
295.243474,303,1919.48543
302.406724,206,1920.049322
242.73875,369,1921.249586
253.10736,154,1921.544542
308.587978,163,1922.131138
280.542532,173,1922.630914
282.616879,131,1922.979934
273.720097,826,1925.699896
285.511891,202,1926.284797
280.994088,139,1926.858047
39.199435,95,1927.098168
23.664077,138,1927.371062
274.879082,179,1927.9426
299.758364,262,1928.800985
258.482546,236,1929.404736
252.107164,246,1930.03079
270.670612,494,1931.621518
281.044353,241,1932.482263
291.243724,209,1933.091117
257.535769,311,1934.002165
236.360665,258,1934.626257
12.161955,96,1934.95714
270.743083,378,1936.173507
34.757114,90,1936.418316
287.57267,169,1936.961029
294.899129,234,1937.523656
246.028236,187,1938.128022
260.417518,180,1938.615941
304.451147,201,1939.19662
282.654183,311,1940.718071
239.541953,260,1941.567161
131.82904,1000,1945.249557
16.334617,183,1945.584543
284.02571,170,1946.164555
265.818706,201,1946.706717
288.459108,200,1947.287167
223.054885,568,1949.089799
286.177493,241,1949.651665
271.652481,170,1950.238799
295.007082,253,1950.9017
303.751545,217,1951.622313
223.445415,290,1952.334632
25.688245,198,1952.91582
280.789415,639,1955.220134
274.797621,178,1955.749271
256.303187,230,1956.363869
258.10129,227,1957.006994
258.523291,640,1959.290861
295.615857,193,1959.876565
274.76387,183,1960.198057
315.296635,182,1960.752883
237.433176,886,1963.929505
211.646644,233,1964.517726
132.553341,1000,1967.990524
311.988036,210,1968.547374
242.529898,313,1969.618969
290.837247,252,1970.288618
286.702058,178,1970.853106
31.159247,83,1971.102564
262.932453,180,1971.608622
280.72295,179,1972.019046
313.279731,206,1973.205447
251.930422,157,1973.709924
256.433393,221,1974.330343
58.966514,107,1974.608204
270.39122,154,1975.174011
280.054194,141,1975.458399
272.376963,173,1976.056268
278.635032,132,1976.323314
272.117896,196,1976.907202
285.346569,180,1977.40951
260.392698,225,1978.06007
246.896991,146,1978.513821
279.097697,185,1979.075622
272.245525,203,1979.60133
281.036254,191,1980.029037
278.236455,182,1980.524523
283.402194,328,1981.734351
206.214252,677,1983.952619
280.02127,184,1984.427588
261.058223,235,1985.25051
283.029984,216,1985.845116
242.679213,176,1986.161896
272.12062,205,1986.960886
171.684247,1000,1990.059983
-127.002575,596,1991.711459
295.078664,180,1992.301103
284.005342,176,1992.84604
258.957688,304,1993.727686
273.48103,188,1994.291284
266.305634,192,1994.860776
-96.9213,640,1997.211406
289.556883,144,1997.644386
175.782584,366,1998.628886
247.468822,150,1999.185967
40.912716,124,1999.439179
238.056403,275,2000.33542
30.705158,110,2000.594715
294.310842,198,2001.201474
11.115467,99,2001.458903
161.664876,1000,2005.5457
285.259165,136,2005.922467
260.306147,158,2006.415606
252.508431,175,2006.986453
56.567705,131,2007.251968
277.626927,218,2007.856791
262.402077,208,2008.433416
28.354934,221,2009.087522
82.866639,1000,2013.820475
243.215844,351,2015.077674
242.889543,216,2015.618859
259.424383,191,2016.207038
270.832787,187,2016.703806
234.557972,350,2017.824648
276.986462,165,2018.320341
-72.576147,454,2019.919737
236.046084,206,2020.445809
280.265938,198,2021.063457
244.020864,157,2021.352503
296.737178,235,2022.209928
-103.465799,340,2023.157495
250.933388,186,2023.688961
280.030735,135,2024.044476
254.864056,160,2024.507534
233.211825,246,2025.19889
217.329554,201,2025.758738
276.910769,163,2026.288434
27.577586,1000,2032.167576
259.715049,178,2032.692897
272.964029,193,2033.315885
292.914846,165,2033.627973
257.721946,196,2034.279193
-376.286933,203,2034.901335
206.112278,387,2036.276026
194.453502,287,2037.260279
280.251073,351,2038.210166
272.899794,198,2039.380411
273.081687,521,2041.20633
258.049611,216,2041.732894
212.708211,568,2043.449819
-282.801917,270,2044.316742
256.716443,153,2044.810728
311.228885,177,2045.167149
246.845706,231,2046.005086
263.00557,219,2046.542687
245.448987,163,2047.088055
287.720306,232,2047.596143
239.129867,261,2048.467698
246.131196,157,2048.821407
213.546849,176,2049.350175
307.296398,225,2049.954904
215.07752,480,2051.533044
289.315055,181,2052.098661
243.429656,337,2053.075266
276.163747,154,2053.557349
264.657577,176,2053.920221
264.023461,311,2054.889318
249.484807,491,2056.404242
314.49482,250,2057.237801
304.204333,195,2057.773476
320.283016,197,2058.371194
303.402193,325,2059.375116
88.888851,1000,2062.945057
278.242279,154,2063.431001
300.508098,254,2064.111608
254.668305,142,2064.599506
292.79585,296,2065.499357
-1.156597,101,2065.753052
257.813314,155,2066.103934
296.937674,151,2066.601033
285.313093,373,2067.566474
312.200547,186,2068.165867
198.338611,204,2068.706408
273.312773,880,2072.271553
262.344976,227,2072.846632
241.496113,161,2073.382437
270.175903,160,2073.946669
216.028996,262,2074.574448
285.224401,237,2075.196351
259.964473,148,2075.65504
274.898684,173,2076.212581
268.343461,177,2076.522993
31.570689,124,2077.076588
276.841917,215,2077.649673
286.797719,218,2078.282384
317.675177,256,2079.082947
252.109881,244,2079.685638
275.844218,160,2080.299077
240.535226,785,2082.789253
231.881315,297,2083.673642
265.990212,231,2084.514774
286.94871,193,2085.095284
277.33641,880,2088.038932
311.903188,153,2088.347105
299.457377,273,2089.200399
39.695046,111,2089.460158
290.307922,214,2090.083232
188.039827,536,2091.887783
256.164249,216,2092.655256
253.973649,170,2093.045666
311.371977,305,2093.870508
246.311338,153,2094.372631
283.009132,411,2095.570042
277.719785,145,2095.899141
18.364332,89,2096.153939
281.941546,498,2097.720369
268.261178,244,2098.554484
286.741044,187,2099.115057
298.64149,226,2099.654777
42.700495,77,2099.953114
-166.979856,351,2101.510237
268.8925,391,2102.688469
266.413084,176,2103.267879
274.737903,207,2103.856174
276.733646,163,2104.199935
243.987722,284,2105.10411
262.370538,231,2105.911605
228.930262,214,2106.511432
280.114631,170,2106.838493
284.869894,172,2107.35039
96.406513,1000,2111.709747
258.845733,191,2112.268588
242.679198,164,2112.750127
259.513118,154,2113.10653
239.193482,210,2113.681473
271.193395,545,2115.481252
261.061418,306,2116.385942
250.82712,160,2116.681419
261.561244,173,2117.291241
252.688506,297,2118.214547
250.684674,161,2118.684188
-217.918065,484,2120.312394
-165.669176,304,2121.297377
238.3031,145,2121.584557
-4.370661,294,2122.477675
260.159069,143,2122.766378
257.498734,159,2123.348061
220.518113,162,2123.890257
-78.563557,285,2124.713705
13.210094,118,2125.069349
36.78742,1000,2130.116447
12.707465,133,2130.407125
221.071105,592,2132.566349
288.304921,179,2133.141724
48.7747,144,2133.424987
244.453687,158,2133.979174
187.852349,930,2137.670016
234.486122,166,2138.209302
256.343891,220,2138.754323
241.842297,182,2139.326109
214.321727,350,2140.373884
294.117739,427,2141.710016
282.210682,152,2142.106277
237.570613,656,2144.716796
245.740787,137,2145.087683
232.274199,247,2145.679544
271.292361,177,2146.26059
247.500625,527,2147.982088
274.609016,259,2148.796396
282.111926,247,2149.584888
234.459488,214,2150.203937
236.417765,186,2150.722446
234.131023,360,2151.655893
268.771638,161,2152.211048
244.808213,242,2152.781688
218.52313,271,2153.650443
282.610225,849,2156.324614
256.635906,161,2156.885682
255.548116,181,2157.387026
272.430958,137,2157.658595
138.505378,1000,2161.238252
284.523775,178,2161.743264
248.666448,982,2165.502641
308.342197,178,2166.088892
236.163736,181,2166.422687
280.739093,164,2166.944618
256.77058,309,2168.478102
204.888618,201,2169.092951
249.20167,237,2169.67529
246.775866,373,2170.856108
258.593259,152,2171.368394
290.720934,144,2171.652135
240.183249,278,2172.478731
243.689781,252,2173.165386
309.30312,182,2173.705962
2.27227,99,2174.007823
263.123368,156,2174.497772
278.097488,150,2174.77785
245.23467,492,2176.368907
250.356819,233,2177.20708
247.57966,162,2177.496276
282.285162,901,2180.537785
168.68929,1000,2183.637237
260.773287,155,2184.166012
265.771523,237,2184.729589
258.020755,170,2185.251007
264.91424,224,2185.812003
269.22152,181,2186.425498
242.715738,167,2187.009764
244.648966,178,2187.329277
258.685581,163,2187.817915
265.688022,159,2188.379018
269.185587,160,2188.673481
239.360188,155,2189.213079
249.753452,809,2191.766933
268.736152,307,2192.699641
244.120145,249,2193.391761
254.56274,150,2193.897957
258.687604,860,2196.524053
255.18051,177,2197.097934
286.939016,187,2197.577453
12.443434,102,2198.533003
291.896598,136,2198.828208
32.567728,89,2199.12874
232.564436,234,2199.908322
314.711076,401,2201.154987
288.01116,176,2201.472758
256.687276,457,2203.065068
239.157192,162,2203.557682
271.274659,541,2205.312173
276.116845,155,2205.804047
242.772039,191,2206.385263
250.390583,174,2206.675864
13.231412,101,2206.976578
221.487038,162,2207.468247
-35.975714,1000,2210.912534
291.918306,250,2211.54493
18.866527,116,2212.067902
288.69864,266,2212.654512
-5.231379,1000,2216.745225
25.030163,118,2217.107181
215.594924,773,2219.753
248.324574,155,2220.326035
127.098263,676,2222.856215
246.597041,286,2223.754211
229.501087,312,2224.688489
247.191581,171,2225.304073
255.465203,395,2226.509631
272.848423,168,2227.089696
279.238625,145,2227.367181
206.127266,511,2228.827705
158.328748,1000,2233.085505
324.706309,173,2233.608094
248.905821,366,2234.994941
219.889201,533,2237.03818
279.661897,138,2237.328654
307.794144,158,2237.810773
306.320247,257,2238.71226
140.39045,1000,2242.227227
320.292817,186,2242.573538
208.651782,466,2244.210978
305.399503,251,2245.035094
-183.871436,577,2246.820689
257.539006,155,2247.360888
239.244835,157,2247.6537
257.960515,152,2248.206748
247.819655,157,2248.688653
232.477574,553,2250.729074
231.497372,401,2252.083927
51.149893,85,2252.326774
260.690374,169,2252.806971
259.614679,157,2253.163369
204.083899,456,2254.757358
8.556709,73,2255.096575
290.865703,177,2255.404439
297.213534,141,2255.876989
0.876065,92,2256.165076
248.663567,213,2256.684136
-26.918143,1000,2261.292245
243.20301,163,2261.602726
275.735856,141,2262.164895
243.92432,145,2262.466814
266.528041,153,2262.985465
259.735725,787,2266.444372
237.578929,527,2268.026447
293.60461,152,2268.318365
278.456323,480,2269.81011
170.627494,1000,2273.34425
210.90225,751,2276.144601
251.59925,169,2276.476832
307.629777,194,2277.056627
259.655095,141,2277.525169
136.35666,1000,2281.447315
236.482753,553,2283.205221
279.265162,283,2284.118242
266.278571,150,2284.562399
241.397103,283,2285.209575
275.866708,261,2286.068321
320.505509,204,2286.614941
197.39068,1000,2289.95838
194.739406,244,2290.767692
226.103919,180,2291.175761
-60.382056,1000,2295.152062
248.98238,521,2296.86358
236.802273,491,2298.346674
251.515216,163,2298.840827
128.768644,1000,2303.91374
243.458578,185,2304.477801
-464.672953,342,2305.424275
239.589431,699,2307.935143
155.171232,444,2309.52805
317.651399,232,2310.165897
233.376931,162,2310.664033
258.904266,663,2312.856984
225.490215,171,2313.424094
316.36337,234,2314.003397
244.331642,297,2314.947832
277.105903,145,2315.46207
292.856923,201,2316.04193
247.600388,172,2316.561149
236.463192,332,2317.475438
247.376662,150,2317.741689
307.734252,259,2318.642342
241.418391,712,2320.99887
285.079607,129,2321.297785
295.942804,197,2321.841758
269.072293,141,2322.383797
284.126186,315,2323.241366
257.773042,255,2323.832076
298.099691,212,2324.639914
213.856694,532,2326.295584
223.904993,165,2326.814039
285.24529,912,2329.846304
252.930458,802,2332.878842
273.310236,192,2334.216817
253.394343,180,2334.554267
212.058813,159,2335.125618
280.571322,132,2335.393781
295.245507,214,2335.937072
284.533422,190,2336.487626
153.284427,1000,2339.657835
246.617087,314,2340.761669
208.220643,414,2342.061665
258.312855,176,2342.375579
168.200785,1000,2346.134519
269.575055,293,2346.975358
245.988151,942,2350.484838
277.95536,164,2350.785352
178.031855,1000,2354.079966
279.578703,195,2354.616807
15.272372,92,2354.859095
272.587642,800,2357.38566
282.839439,131,2357.845768
290.814056,161,2358.21958
301.335652,202,2358.742437
295.590086,226,2359.381959
264.080398,182,2359.879232
262.599561,171,2360.445105
296.300742,210,2361.038009
269.860305,156,2361.522427
225.643201,290,2362.421418
308.715251,185,2362.760494
261.58376,407,2364.17411
265.049869,347,2365.380935
169.363022,1000,2369.542658
294.508362,203,2370.194443
253.270596,184,2370.699606
245.169964,153,2371.019829
305.885922,176,2371.567716
221.740391,431,2372.843384
245.531717,192,2373.418397
295.281364,280,2374.296169
267.280628,703,2376.595254
255.228708,390,2377.851747
295.384006,146,2378.39422
281.058256,121,2378.668424
276.258905,242,2379.328886
317.452879,208,2379.882576
284.297743,197,2380.48697
296.692586,209,2381.084754
287.039588,227,2381.852945
255.335093,303,2382.81083
272.369903,200,2383.434198
283.874508,145,2383.710957
245.403697,570,2385.624776
180.48629,741,2388.564846
281.272257,286,2389.465033
295.859168,141,2389.74355
277.483208,242,2390.618739
263.580712,321,2391.540858
277.580772,129,2391.824081
251.444569,618,2394.168983
254.77785,430,2395.46759
297.004418,204,2396.086278
222.763062,970,2400.062305
294.901256,189,2400.39345
-433.375635,220,2401.218186
281.635552,265,2401.839031
270.931155,221,2402.669324
283.973536,300,2403.58158
209.836145,221,2404.224952
263.562912,159,2404.535391
-512.192746,225,2405.379395
282.221038,169,2405.701111
252.800078,149,2406.247779
286.614534,448,2407.553765
62.23274,199,2408.180882
261.588482,156,2408.665634
181.416608,1000,2411.939699
263.679304,162,2412.303836
268.648538,161,2412.817912
307.356321,207,2413.420239
274.366975,250,2414.319495
298.014043,297,2415.258845
261.760118,161,2415.562407
280.034619,149,2416.077636
300.98725,206,2416.613943
240.056619,368,2417.637694
301.577288,177,2418.231743
257.930065,164,2418.714541
141.106483,1000,2421.881338
286.040201,145,2422.225054
262.818541,179,2422.719232
222.519789,496,2424.412536
282.308961,313,2425.347702
250.040717,167,2425.826164
157.295372,1000,2429.175966
282.40949,186,2430.520773
271.045673,163,2430.821325
279.322243,165,2431.45051
302.87536,218,2432.02172
292.428565,125,2432.327429
271.357534,207,2432.855733
251.892074,159,2433.413767
273.387521,169,2433.879843
250.681139,200,2434.507474
273.855879,241,2435.120785
264.930138,162,2435.607247
246.354275,145,2435.887286
273.289968,205,2436.524606
281.307572,172,2437.082545
251.69087,894,2440.395331
266.87611,164,2440.879073
268.907484,141,2441.243376
257.009064,139,2441.517349
186.42852,1000,2444.736625
299.530222,261,2445.577948
250.266065,413,2446.978803
253.596742,146,2447.487516
274.845662,209,2448.131812
265.506634,164,2448.423239
256.978237,158,2448.93295
295.231414,130,2449.247675
282.584891,127,2449.50374
293.673944,232,2450.311373
290.755621,151,2450.587711
257.156251,150,2451.121888
253.100689,158,2451.436692
49.525502,140,2451.902394
283.736953,203,2452.48178
289.896221,139,2452.749349
271.870656,163,2453.300031
261.013354,159,2453.58311
278.877429,182,2454.170605
296.22891,177,2454.719052
299.888002,227,2455.37535
286.396614,215,2455.919457
280.616979,154,2456.477432
312.764081,276,2457.334905
280.87317,178,2457.64294
290.907625,172,2458.152897
270.907764,221,2458.704989
283.25347,171,2459.266005
304.82804,194,2459.81452
290.80868,133,2460.930581
266.520134,152,2461.500059
298.163333,223,2462.072769
268.492136,157,2462.565335
291.98986,199,2463.209232
294.399943,196,2463.761042
260.038807,162,2464.136642
270.72458,284,2465.025702
286.566776,167,2465.533481
254.705929,157,2465.800756
278.26396,206,2466.383327
291.264376,124,2466.83253
270.683004,157,2467.194308
278.045079,247,2467.973347
273.294371,198,2468.556803
280.268445,188,2469.137208
262.307421,249,2469.750507
277.494756,148,2470.319453
274.220778,357,2471.357021
254.918745,203,2471.887504
286.235239,191,2472.504957
292.529898,199,2473.129547
291.141574,191,2473.660314
272.558587,300,2474.570727
268.014032,142,2474.855279
297.195576,182,2475.450587
151.603297,1000,2478.596601
264.013066,555,2480.264895
287.865112,163,2480.574364
305.407857,214,2481.423473
